name,ascents,grade,popularity,popularity_std,elo,elo_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Magnitudo,15,7A,0.4951,0.3992,1.0064,0.4666,23.211,21.656,24.766,7C+,-5.211
Ellis Island,6,8A,6.2266,1.5575,4.5986,0.4907,29.318,27.683,30.952,8C+,-5.318
Happy hand,84,7B,2.2498,0.3380,-2.0198,0.2962,18.066,17.079,19.053,7A,+1.934
Cornerspot,3,6C+,0.6357,0.9933,0.1953,0.9006,21.832,18.831,24.833,7C,-4.832
White Stripe,10,8A+,6.5586,1.2493,4.9718,0.4969,29.952,28.297,31.608,29.952110625966064,-4.952
21 power,6,8A,2.6427,1.3204,3.6845,0.5613,27.764,25.893,29.634,8C,-3.764
Pitch Patc,187,7A,3.7808,0.3670,-1.8392,0.1650,18.373,17.824,18.923,7A,-0.373
Anger management,14,7B,4.3452,1.7066,0.2873,0.5529,21.988,20.146,23.830,7C,-1.988
La Pincharia,1,7C,0.7316,2.0039,5.7343,1.0803,31.248,27.649,34.848,31.24830159985928,-9.248
Doris docet,39,6C,0.0237,0.3665,-4.8878,0.4351,13.191,11.741,14.640,6A+,+2.809
Done and Dusted,16,7C,3.2208,1.1920,0.5034,0.6218,22.356,20.284,24.428,7C,-0.356
Drösel,27,7B+,1.6602,0.5852,-0.6724,0.4813,20.357,18.753,21.961,7B,+0.643
Power Check,11,8A+,4.0990,0.8046,3.8176,0.5095,27.990,26.292,29.688,8C,-2.990
One way ticket,12,7A,0.3138,0.6031,-2.9745,0.7880,16.443,13.818,19.069,6C,+1.557
Bachspieler,3,7B,0.5300,1.5592,1.8023,1.0871,24.564,20.942,28.186,8A+,-4.564
Caffè corretto grappa,9,8A+,4.9642,1.3744,2.9433,0.6011,26.504,24.501,28.506,8B+,-1.504
Fred boulder,2,7C,1.9693,1.3635,4.2869,0.8347,28.788,26.007,31.569,8C+,-6.788
Wenn das der Schoki wüsste,18,6C,1.1368,0.6309,-3.3634,0.5803,15.782,13.849,17.716,6C,+0.218
Gipsy,4,8A+,0.7294,1.2704,4.3364,0.7069,28.872,26.516,31.227,8C+,-3.872
Small step big change Stand,2,7C,1.3659,1.1287,4.2130,1.0133,28.662,25.286,32.038,8C+,-6.662
Everything the Light Touches,1,8C,2.8037,2.3284,5.8316,1.1042,31.414,27.734,35.093,31.413723096229585,-3.414
Senza nome,5,7B,0.6172,0.8449,2.8538,0.7404,26.351,23.884,28.818,8B,-6.351
Kobold Variante,10,7A+,0.4316,0.7154,-0.3727,0.6744,20.866,18.619,23.113,7B+,-1.866
Susi traverse,5,7C,0.1427,1.0574,3.1442,0.9367,26.845,23.724,29.966,8B+,-4.845
Jumping Jack,12,7B+,0.6727,0.6553,1.9465,0.6561,24.809,22.623,26.995,8A+,-3.809
Frozen September sd,4,7C+,3.8965,1.9924,2.9400,0.8112,26.498,23.795,29.201,8B,-3.498
Alphorn Stand,19,7C+,3.8377,1.1864,1.7221,0.5143,24.428,22.714,26.141,8A,-1.428
Mior,3,8B,3.2965,1.8508,3.1890,0.8653,26.921,24.038,29.804,8B+,-0.921
Maniküre,22,6C,0.0753,0.6595,-3.1393,0.5461,16.163,14.343,17.983,6C,-0.163
Nuts and Berries,2,8A,1.3891,1.6227,5.0653,0.9259,30.111,27.026,33.196,30.111067691491854,-6.111
Afterlife,9,8A+,3.7195,1.0241,4.2152,0.4726,28.666,27.091,30.241,8C+,-3.666
Steini vibes,8,8A,1.8406,0.7781,3.0829,0.7056,26.741,24.390,29.092,8B+,-2.741
Double infraction (high start),26,7C+,5.0004,1.4553,0.5263,0.4953,22.395,20.745,24.045,7C,+0.605
Crystal Ship,4,8C,3.4293,1.3523,4.3865,0.5897,28.957,26.992,30.922,8C+,-0.957
The Trickster,4,8B,2.0271,1.5327,2.1371,0.9124,25.133,22.093,28.173,8A+,+0.867
4862681,12,7B,0.4880,0.7083,0.0479,0.7711,21.581,19.012,24.151,7C,-1.581
Special edition sit,10,8A+,5.4485,1.2319,4.0924,0.4930,28.457,26.814,30.100,8C,-3.457
Spanner,1,8A,1.4811,1.9223,3.6234,1.2879,27.660,23.369,31.951,8C,-3.660
La Pelle,89,8A+,8.1975,1.2467,2.3066,0.2539,25.421,24.575,26.267,8A+,-0.421
Pro Touch Traverse (high),91,6B,1.3546,0.2605,-4.7949,0.3313,13.349,12.245,14.453,6A+,+0.651
Ponk Stand,100,7B+,3.9205,0.3800,-0.1092,0.2355,21.314,20.530,22.099,7B+,-0.314
Bong of destiny,2,8B,0.4520,1.2802,4.6942,0.8656,29.480,26.596,32.364,8C+,-3.480
Fabri Fibra,9,8A+,4.3517,1.2542,4.4149,0.4760,29.005,27.419,30.591,8C+,-4.005
Kubalik,69,8B,9.1090,1.1234,2.5373,0.2682,25.813,24.920,26.707,8B,+0.187
Spaghetti al pomodoro,8,8B,5.8476,1.5819,4.5356,0.4968,29.211,27.555,30.866,8C+,-3.211
paindrops,6,7A,1.0596,1.3146,-0.4759,0.8900,20.691,17.725,23.657,7B+,-2.691
Chnüübrächer,1,8A,2.8528,1.4695,3.6698,1.0177,27.739,24.348,31.130,8C,-3.739
Lucky Hugsy,1,8B,0.6561,2.2552,5.1124,1.0810,30.191,26.589,33.793,30.19102680466925,-4.191
Napoleon Blownaparte,5,7A+,0.0187,0.5262,0.8782,0.4594,22.993,21.462,24.524,7C+,-3.993
Poison the Well,3,8C+,2.2776,2.5508,5.5723,1.0536,30.973,27.462,34.483,30.972922358848884,-1.973
La sfinge,102,7B,2.0573,0.3078,-2.7596,0.2374,16.809,16.018,17.600,6C+,+3.191
Ephyra,7,8C+,7.6270,1.2961,4.4150,0.4845,29.005,27.391,30.620,8C+,-0.005
Beast,53,8A,4.9948,0.6149,2.3984,0.3407,25.577,24.442,26.712,8B,-1.577
Atom-U-Boot,114,7A,1.7085,0.2151,-4.0769,0.2081,14.569,13.876,15.263,6B+,+3.431
Frà Renzo da Lodi,19,7B,1.6293,0.5617,-0.2728,0.6576,21.036,18.845,23.227,7B+,-1.036
3 Engel für alle,8,7A,2.0002,1.3187,1.0385,0.7648,23.265,20.717,25.814,7C+,-5.265
Selbstbehalt,15,8A,5.1517,1.6831,0.3084,0.5652,22.024,20.141,23.907,7C,+1.976
bonjour finesse,30,8B,7.5195,1.3022,2.4455,0.4349,25.657,24.208,27.107,8B,+0.343
Brione arete,261,6B,3.6317,0.3002,-3.7572,0.1578,15.113,14.587,15.639,6B+,-1.113
Vaniglia,14,7B+,1.2004,0.6914,-0.6946,0.6317,20.319,18.214,22.424,7B,+0.681
Ghigliottina,46,7B+,1.3468,0.3103,0.0205,0.3454,21.535,20.384,22.686,7C,-0.535
The Vision Stand,2,8A+,1.2440,1.2136,5.1279,0.7394,30.217,27.754,32.681,30.217496510508397,-5.217
White house,13,6C,0.0916,0.4522,-2.3148,0.7231,17.565,15.155,19.974,7A,-1.565
Peace and Love,7,8A,3.0061,1.4956,4.4274,0.5259,29.027,27.274,30.779,8C+,-5.027
L'onda stand,8,7C,0.9793,0.8839,2.5742,0.6632,25.876,23.666,28.086,8B,-3.876
Kampfansage,12,7A,1.2698,0.9755,-1.4519,0.7680,19.032,16.473,21.591,7A+,-1.032
Bad dab,2,7C,0.9379,1.9727,2.3006,1.1381,25.411,21.619,29.203,8A+,-3.411
Baby Lady,157,7A,2.1410,0.2369,-2.2248,0.1924,17.718,17.077,18.359,7A,+0.282
Sul Pezzo,9,8A,5.6745,1.6272,3.8353,0.4447,28.020,26.538,29.502,8C,-4.020
Air soft,32,6C,0.8041,0.3766,-2.2471,0.4641,17.680,16.133,19.226,7A,-1.680
L'onda,4,7C+,2.1691,1.2152,4.6148,0.7285,29.345,26.918,31.772,8C+,-6.345
Zakraz,4,8B,1.6106,1.1776,2.3001,0.9599,25.410,22.212,28.609,8A+,+0.590
The electric ant variante,1,8B,0.5512,1.9329,4.7948,1.0881,29.651,26.026,33.277,29.651240887567106,-3.651
The Spell,19,7A,0.3406,0.4001,0.4839,0.4938,22.323,20.677,23.968,7C,-4.323
Ganymede Takeover Sit Start,4,8B,3.6051,1.5656,4.2490,0.6924,28.723,26.416,31.030,8C+,-2.723
Kompressor,7,8A,1.5362,0.7982,3.7466,0.5654,27.869,25.985,29.753,8C,-3.869
In sü la scima,38,7A,0.4331,0.2734,-2.0696,0.2951,17.982,16.998,18.965,7A,+0.018
Fingerbeerifruchtsalat,22,6B,0.9499,0.7719,-2.9178,0.5907,16.540,14.572,18.508,6C+,-2.540
Blindfisch original,4,7C+,3.3724,1.6664,4.4013,0.6330,28.982,26.873,31.091,8C+,-5.982
No dalle,24,7C,3.2288,0.6933,1.4037,0.4193,23.886,22.489,25.283,8A,-1.886
Psych Club,1,7C+,1.1809,2.2068,5.6071,0.8771,31.032,28.110,33.955,31.032152840034204,-8.032
Poully Fume,45,7A+,0.7090,0.3344,-1.2469,0.4040,19.380,18.034,20.727,7A+,-0.380
Frank morris,30,7B,1.2069,0.3525,-0.4175,0.4988,20.790,19.128,22.452,7B+,-0.790
Pro Touch Traverse (low),569,7A,5.3415,0.3008,-3.3158,0.1131,15.863,15.486,16.240,6C,+2.137
her morning elegance,44,7B,0.9113,0.3730,-2.4123,0.3548,17.399,16.217,18.581,6C+,+2.601
Gin-Send,52,7A,1.5571,0.2952,-1.7526,0.3474,18.521,17.363,19.678,7A+,-0.521
Sunny Slab,83,7A,1.9053,0.2737,-3.1494,0.3071,16.146,15.123,17.169,6C,+1.854
Ottantatre,8,8A,2.4829,0.8409,3.2677,0.6343,27.055,24.942,29.168,8B+,-3.055
Sitzzwerg,5,8A,2.5147,1.3054,3.9217,0.5947,28.167,26.185,30.148,8C,-4.167
Molonk Arete,21,7A,0.0952,0.3991,-2.3744,0.5781,17.463,15.537,19.390,6C+,+0.537
Weisendach,74,7B+,2.8607,0.3608,0.1171,0.2835,21.699,20.755,22.644,7C,-0.699
Doctor Direct,92,7C,4.0903,0.4995,0.5162,0.2660,22.378,21.491,23.264,7C,-0.378
Eisberg,1,7C+,1.6203,1.8937,3.4226,1.0330,27.318,23.877,30.760,8B+,-4.318
Neustart,11,7A+,1.0065,0.8811,-0.2840,0.6884,21.017,18.723,23.311,7B+,-2.017
Maracuja,21,7A,0.8581,0.4026,-0.4350,0.5422,20.761,18.954,22.567,7B+,-2.761
King slab,122,6A+,1.8950,0.3119,-4.5739,0.2250,13.724,12.975,14.474,6B,-0.724
Midnight lightning of Ticino sit,11,8B,4.5680,1.2373,4.5360,0.4366,29.211,27.756,30.666,8C+,-3.211
Manson,112,8A,8.8461,1.1981,1.5633,0.2185,24.158,23.430,24.886,8A,-0.158
Mediomen sit,7,7B,1.3985,1.0267,2.6474,0.5829,26.001,24.058,27.943,8B,-6.001
Anna Kurnikova,12,7C+,3.3085,1.4588,2.0329,0.4876,24.956,23.331,26.581,8A+,-1.956
La vie en rose,70,6B,1.1424,0.2014,-7.1026,0.3318,9.426,8.320,10.531,5A,+4.574
Amantes-Amentes,37,7C+,2.5602,0.4474,1.2690,0.3505,23.657,22.489,24.825,8A,-0.657
Klassiker,35,7C,3.5934,0.7008,1.8966,0.3245,24.724,23.643,25.805,8A+,-2.724
Yoga roof,191,7C,5.7025,0.4082,-0.2536,0.1542,21.069,20.555,21.583,7B+,+0.931
Side effect,49,7C+,3.5954,0.4228,1.0055,0.3331,23.209,22.100,24.319,7C+,-0.209
The fulcrum,11,8A+,5.0080,1.3566,3.8803,0.4723,28.097,26.523,29.670,8C,-3.097
First life,39,7B,1.8609,0.4209,1.4475,0.3354,23.961,22.843,25.078,8A,-3.961
La piattosa,120,6B,1.9270,0.2963,-4.1334,0.2278,14.473,13.714,15.232,6B,-0.473
Darkness right,176,7C,5.6073,0.4767,-0.7468,0.2121,20.231,19.524,20.937,7B,+1.769
Dosage left,351,7A,4.0969,0.2380,-2.6528,0.1474,16.990,16.499,17.481,6C+,+1.010
O di lì,66,6C+,0.9866,0.3242,-5.5764,0.2932,12.020,11.043,12.997,6A,+4.980
O di là,130,7A,2.1494,0.2469,-3.5674,0.2085,15.435,14.741,16.130,6B+,+2.565
Buon job,3,7A,0.0249,0.7663,2.1811,0.9063,25.208,22.188,28.228,8A+,-7.208
Brasil,80,7A,2.4836,0.3731,-1.0673,0.2856,19.686,18.734,20.637,7B,-1.686
The Story of Two Worlds,1,8C,2.6355,2.1704,5.7627,1.1635,31.297,27.420,35.173,31.29660632741059,-3.297
Zangor,23,7A,0.9566,0.4453,0.2051,0.4369,21.849,20.393,23.304,7C,-3.849
Brain Damage,10,8B,5.6859,1.3221,2.9933,0.6161,26.589,24.536,28.642,8B+,-0.589
Brahama,85,7B+,3.0807,0.3640,-0.6529,0.2263,20.390,19.636,21.144,7B,+0.610
Twice,57,7A,1.3896,0.3589,-2.1954,0.3443,17.768,16.621,18.915,7A,+0.232
The key of fire,40,7B,1.3723,0.4228,-0.6063,0.3690,20.469,19.240,21.699,7B,-0.469
Polenta e merlùzz,38,7A+,0.0080,0.3198,-3.2405,0.4423,15.991,14.517,17.465,6C,+3.009
La polka,154,7B,3.4945,0.2857,-3.2060,0.2135,16.050,15.339,16.761,6C,+3.950
Forever More,49,8A,4.7957,0.5761,2.1730,0.3134,25.194,24.150,26.238,8A+,-1.194
Pigrolino,6,8A,4.5547,1.4692,4.3981,0.5132,28.977,27.267,30.687,8C+,-4.977
Trip to the moon,2,8B+,4.4160,1.3973,4.7660,0.7017,29.602,27.264,31.940,29.602271306825635,-2.602
Black Pearl,275,7C+,7.0089,0.6175,0.0120,0.1258,21.520,21.101,21.939,7C,+1.480
Timi der Kater,6,8A,3.8764,2.0851,2.0650,0.7023,25.010,22.670,27.351,8A+,-1.010
Rabbit seduto,18,8A,2.8686,0.7559,2.6910,0.4931,26.075,24.432,27.718,8B,-2.075
Geyser sound low,5,8B,5.6940,1.6486,5.1558,0.5755,30.265,28.347,32.182,30.264779447381272,-4.265
L'occhio del galles,19,7B+,0.9976,0.4837,0.3027,0.5441,22.015,20.202,23.827,7C,-1.015
west and girls,58,7A,0.8313,0.2924,-2.4439,0.3214,17.345,16.274,18.416,6C+,+0.655
Bach bloc,227,7B+,5.7297,0.3121,-0.2531,0.1927,21.070,20.428,21.712,7B+,-0.070
La Cool,5,7C,2.9926,1.6571,2.7674,0.6198,26.205,24.139,28.270,8B,-4.205
Appetite for destruction,48,7A,0.5830,0.2570,-2.4609,0.4344,17.317,15.869,18.764,6C+,+0.683
Broken bottles sit,16,7C+,6.2339,1.5554,1.8847,0.4294,24.704,23.273,26.135,8A+,-1.704
Power flowers,5,7B+,0.9131,1.1629,2.2554,0.7276,25.334,22.910,27.759,8A+,-4.334
Slow down sit,3,8A+,0.7855,1.1239,4.1499,0.9071,28.555,25.532,31.577,8C+,-3.555
Picnic boulder,37,7B,2.3428,0.5098,-0.1594,0.3541,21.229,20.049,22.409,7B+,-1.229
Dabby,5,7C,1.2392,1.0060,2.6472,0.7131,26.000,23.624,28.376,8B,-4.000
Pepper,19,7B+,1.1715,0.5210,1.1667,0.6024,23.483,21.476,25.490,7C+,-2.483
Tagada,2,8B+,0.6731,1.9904,5.5396,0.9161,30.917,27.865,33.970,30.91730893719884,-3.917
Alpine rocket,10,7C,0.3757,0.6602,0.9001,0.5451,23.030,21.214,24.847,7C+,-1.030
Lost in transpiration,24,7A+,0.9592,0.6229,-2.5194,0.5002,17.217,15.551,18.884,6C+,+1.783
Fake ballermann,62,7A+,2.8492,0.3706,-0.7233,0.3333,20.270,19.160,21.381,7B,-1.270
Zio Fester,227,7B+,4.3614,0.4595,-2.1170,0.1339,17.901,17.455,18.347,7A,+3.099
Figg di fu de Ramp Kojak Low,1,7B,0.4007,2.5025,0.8577,1.3216,22.958,18.554,27.362,7C+,-2.958
Pai Mei,4,8A+,2.9131,1.4594,4.7067,0.8855,29.501,26.551,32.452,29.501457050837505,-4.501
Homemade slingshot,3,7B+,0.3111,1.1455,3.9797,1.0967,28.265,24.611,31.920,8C,-7.265
Liquid Nails,2,8B+,0.9398,1.9280,4.6816,1.0208,29.459,26.057,32.860,8C+,-2.459
La mossa Kansas City,46,7C+,4.0136,0.5062,1.3996,0.3624,23.879,22.672,25.087,8A,-0.879
Vecchio Leone Sit,2,8C+,3.2744,1.8262,5.3849,0.8391,30.654,27.859,33.450,30.654355068492837,-1.654
Sorgenkind,2,7A,0.1533,1.3158,1.5090,1.1036,24.065,20.388,27.743,8A,-6.065
Short trip to the moon,1,8A+,0.1831,1.4325,4.3463,1.1293,28.889,25.126,32.651,8C+,-3.889
Free agent,9,6C+,0.0525,0.6254,-2.2590,0.8366,17.660,14.872,20.447,7A,-0.660
Happy Housewifes,22,7C+,3.9220,0.9528,0.2106,0.4408,21.858,20.389,23.327,7C,+1.142
Speedy Pizza,24,8A+,7.3092,1.2691,2.6127,0.3791,25.942,24.678,27.205,8B,-0.942
Magnà-Magnà,6,7B+,0.9837,1.0892,2.1341,0.8606,25.128,22.260,27.996,8A+,-4.128
Rotz,3,6B,0.7769,1.2099,3.8049,0.6793,27.968,25.705,30.232,8C,-13.968
Gnanca Pai Bal,5,6C,0.6458,1.0080,-0.4682,0.9755,20.704,17.454,23.955,7B+,-4.704
Lo stretto indispensabile sit,7,8A+,4.1434,1.2759,3.3993,0.6231,27.279,25.203,29.355,8B+,-2.279
Holy Limit,8,8A,0.9655,0.6987,2.9231,0.5548,26.469,24.621,28.318,8B,-2.469
Pollicino,20,7C,3.7379,1.1845,0.7713,0.4854,22.811,21.194,24.428,7C+,-0.811
Walkman,3,8A,2.2239,1.6358,5.0874,0.7356,30.149,27.698,32.600,30.148553506823458,-6.149
Power of Now,26,8B+,8.3831,1.3159,3.7142,0.2725,27.814,26.906,28.722,8C,-0.814
Fiona,1,8A+,0.1896,1.8818,4.6778,1.0799,29.452,25.854,33.051,8C+,-4.452
Megasuck mantle,4,7A,0.0638,0.7863,2.7927,0.6910,26.248,23.945,28.550,8B,-8.248
Yano puedomas,1,8A+,2.0469,2.4437,4.3353,1.2780,28.870,24.612,33.128,8C+,-3.870
Trieste-Gottardo sit,4,8A,3.5903,1.4791,2.6870,0.8212,26.068,23.332,28.804,8B,-2.068
Bonjour Finesse Low,4,8B,4.1076,1.6684,3.7274,0.7153,27.837,25.453,30.220,8C,-1.837
Rotze,3,6B+,0.4535,0.8419,3.3491,0.5646,27.193,25.312,29.075,8B+,-12.193
Kickflip,25,7A+,0.9982,0.4730,0.3442,0.4434,22.085,20.608,23.563,7C,-3.085
Il criceto e la carota,4,7B,0.3773,1.2428,0.4710,0.8313,22.301,19.531,25.071,7C,-2.301
Olivia,5,7B+,0.6817,0.7248,2.5244,0.6209,25.791,23.723,27.860,8B,-4.791
Small step big change,4,8B,1.7488,1.5214,4.1164,0.7809,28.498,25.896,31.100,8C,-2.498
Alce e gabbana,21,7A+,0.0581,0.3713,-1.9112,0.5338,18.251,16.472,20.030,7A,+0.749
Big brother,29,6C+,0.7549,0.3541,-1.2862,0.5000,19.314,17.647,20.980,7A+,-2.314
Golden Gate,24,8A+,6.4475,1.4131,2.5172,0.3896,25.779,24.481,27.077,8B,-0.779
Hazel Grace,33,8B+,7.3571,1.1681,2.7352,0.3656,26.150,24.932,27.368,8B,+0.850
"Il faut choisir, mourir ou mentir",1,7A,0.5485,1.4843,2.6514,1.0238,26.007,22.596,29.419,8B,-8.007
Beach Katapult,12,7A+,0.5735,0.5142,0.9949,0.5234,23.191,21.447,24.935,7C+,-4.191
Time Machine (light),24,7A,1.8624,0.4777,-2.1546,0.4703,17.837,16.270,19.404,7A,+0.163
Child of Hell,3,8C,3.9165,1.9282,4.5168,0.9154,29.179,26.128,32.229,8C+,-1.179
Hug me,3,6B+,0.3891,1.1579,0.3400,1.1842,22.078,18.132,26.024,7C,-7.078
Unendliche Geschichte 1+2+3,1,8C,1.6644,2.0954,5.9209,0.9200,31.566,28.500,34.631,31.565540177454,-3.566
Dark seduto,2,8A,5.3931,1.9232,4.4103,1.0261,28.998,25.579,32.417,8C+,-4.998
Cu Due,8,7A,0.9531,0.8278,-0.2343,0.8644,21.102,18.222,23.982,7B+,-3.102
The barking Fox,8,8A,4.6334,1.4910,2.1687,0.4548,25.187,23.671,26.702,8A+,-1.187
Blochx addiction direct,1,8A+,0.9086,2.2848,5.1268,1.1041,30.216,26.537,33.895,30.215625790888186,-5.216
Forgotten Gem,9,8C,6.6107,1.2636,5.0459,0.5068,30.078,28.389,31.767,30.07804976960746,-2.078
La planche right,3,7C,0.7238,0.9630,2.9054,0.7131,26.439,24.063,28.815,8B,-4.439
Transporter,2,8B,2.2179,1.1779,4.2509,0.6625,28.727,26.519,30.934,8C+,-2.727
Flat and run,9,7C,4.4964,1.4115,3.8424,0.3973,28.032,26.708,29.356,8C,-6.032
The Aviator to Souvenir,15,7C,0.9170,0.5400,1.0440,0.4577,23.275,21.750,24.800,7C+,-1.275
Randy's Slab,158,7B,4.4018,0.3567,-0.3401,0.1920,20.922,20.282,21.562,7B+,-0.922
Raindrops,9,7A,0.2868,0.9244,0.3791,0.7625,22.144,19.604,24.685,7C,-4.144
Spoonerism,23,8A+,6.8685,1.3436,3.2343,0.3760,26.998,25.745,28.251,8B+,-1.998
Vecchio Brione low,7,8A+,6.2428,1.5406,4.4514,0.5567,29.067,27.212,30.922,8C+,-4.067
XYZ,3,8A+,2.3490,1.0819,4.4212,0.7372,29.016,26.559,31.472,8C+,-4.016
Streets of Laredo,13,7B+,1.2569,0.4202,1.3319,0.5084,23.764,22.070,25.458,8A,-2.764
Mahnà-Mahnà,10,7A,0.3856,0.7526,0.2951,0.7087,22.002,19.640,24.363,7C,-4.002
Heelrider,2,8A,2.2609,1.7955,4.8646,0.7301,29.770,27.337,32.203,29.769821470368875,-5.770
La Cuenta ,42,7A+,1.7729,0.3782,-3.5294,0.3999,15.500,14.168,16.832,6C,+3.500
Magic Rocket,5,8A,4.2346,1.7704,4.7846,0.5377,29.634,27.842,31.426,29.633835930579565,-5.634
"Remember, remember the 5th of november",1,6C,1.0077,1.6532,3.4568,1.2841,27.377,23.098,31.655,8B+,-11.377
The Witch,20,8B,6.3629,1.3890,2.7303,0.4606,26.142,24.607,27.676,8B,-0.142
Sissyfuss stand,2,7C,1.9166,1.3810,5.0769,0.8967,30.131,27.143,33.119,30.1307892693949,-8.131
Return to the Blue Lagoon,2,8A,1.4109,1.6343,4.0608,1.1000,28.403,24.738,32.068,8C,-4.403
Pinterest sit,15,7A,0.4686,0.4625,-1.6406,0.6125,18.711,16.670,20.752,7A+,-0.711
Midnight Express,7,8A,4.5514,1.5863,4.5701,0.5297,29.269,27.504,31.034,8C+,-5.269
Spam,5,7B,0.1919,0.8245,2.5029,0.8193,25.755,23.025,28.485,8B,-5.755
Nibiru,1,7C,1.0994,2.4773,3.5050,1.1687,27.458,23.564,31.353,8B+,-5.458
Ultimo,24,7B,0.9505,0.4409,-0.6114,0.4438,20.461,18.982,21.939,7B,-0.461
Fiorin fiorello,2,7B,1.2041,1.3213,4.5136,0.9443,29.173,26.027,32.320,8C+,-9.173
Huere Bijou,11,7B,0.6664,0.5956,1.0039,0.7545,23.207,20.692,25.721,7C+,-3.207
Schloss im Himmel,13,8A+,5.3741,1.2821,3.5164,0.4584,27.478,25.951,29.005,8B+,-2.478
Anduin,17,8A,5.9116,1.3712,3.0341,0.3222,26.658,25.584,27.732,8B+,-2.658
Unfall im männerurlaub,3,7C,0.8681,1.5236,4.2771,0.7807,28.771,26.170,31.372,8C+,-6.771
Midnight Express sit,3,8B,4.1758,1.5078,5.0951,0.8417,30.162,27.357,32.966,30.161684500442593,-4.162
Frenchie,5,7C,1.3161,0.9559,3.7157,0.6901,27.817,25.517,30.116,8C,-5.817
Mirror Skating,17,8A+,4.7658,1.0907,2.9928,0.4333,26.588,25.144,28.032,8B+,-1.588
Tombola stand,4,8A,0.0823,1.0396,3.3490,1.1462,27.193,23.374,31.012,8B+,-3.193
Sonnenanbeter,144,7B+,5.6721,0.5229,0.1600,0.1844,21.772,21.158,22.386,7C,-0.772
Spaghetti aglio e olio,1,8A+,1.4801,1.9437,5.3068,0.9980,30.522,27.196,33.847,30.521505456323712,-5.522
Spaghetti Carbonara,1,7C,1.1018,1.9277,5.1903,0.9712,30.324,27.087,33.560,30.323557280556976,-8.324
Streamline,1,7C+,0.7429,1.7613,5.0752,1.1475,30.128,26.304,33.951,30.127875094461153,-7.128
Streamline Stand,1,7A+,0.7970,1.8324,4.5328,1.0470,29.206,25.717,32.694,8C+,-10.206
Spectrum (Stand),8,7A+,0.1238,0.7542,0.0658,0.8035,21.612,18.935,24.289,7C,-2.612
The Ruuf,4,8A,3.8247,1.9532,2.9723,1.1132,26.553,22.844,30.262,8B+,-2.553
wild child kante,14,6C,0.8959,0.8992,-2.5266,0.8514,17.205,14.368,20.042,6C+,-1.205
Tombola sit,4,8A+,2.2305,1.1567,4.5168,0.7862,29.179,26.559,31.798,8C+,-4.179
Hidden In Plain Sight,3,8A,1.0617,0.8651,3.6822,0.8220,27.760,25.021,30.499,8C,-3.760
Unrepeatable,14,7C,2.3227,0.6479,1.3496,0.4554,23.794,22.277,25.312,8A,-1.794
Team ABC Direct,53,8A,5.2007,0.7849,1.4123,0.2890,23.901,22.938,24.864,8A,+0.099
Giovannino,4,7C,0.8790,1.0340,3.5926,0.8275,27.607,24.850,30.365,8C,-5.607
Beach Mantle SD,2,7A,1.0464,1.5199,4.7366,0.8067,29.552,26.864,32.240,29.552155294010735,-11.552
Stil vor Talent Stand,1,8B,2.7294,2.0687,5.5253,0.8138,30.893,28.181,33.604,30.89294620063389,-4.893
Summer Dance,1,7C+,2.3133,1.5347,5.2895,0.7869,30.492,27.870,33.114,30.492184152991793,-7.492
Passageway,4,7A,0.5486,0.9880,1.4335,0.7250,23.937,21.521,26.353,8A,-5.937
Blurred Lines,2,6C,0.5454,1.5270,2.0406,1.0712,24.969,21.400,28.538,8A+,-8.969
Zeke Jäger,1,7A,0.2204,2.3080,3.5963,1.2837,27.614,23.336,31.891,8C,-9.614
l'apprehension stand,9,7C,2.3181,1.0583,1.5245,0.7041,24.092,21.746,26.438,8A,-2.092
Boy Sets Fire stand,2,7A,1.3820,1.7189,1.0482,1.1120,23.282,19.577,26.987,7C+,-5.282
Bad Religion,2,6B,0.2654,1.3214,1.7239,1.3025,24.431,20.091,28.771,8A,-10.431
power of now direct,5,8C,5.7391,1.7403,4.5707,0.4674,29.270,27.713,30.828,8C+,-1.270
Son tutte zappe,14,7A,1.6439,1.0032,-1.9831,0.6853,18.129,15.845,20.412,7A,-0.129
Flight tracker,51,7A,3.2338,0.5534,-3.1008,0.3192,16.229,15.165,17.292,6C,+1.771
Stairway to heaven sit,1,8B+,1.9112,2.3919,4.7735,1.4748,29.615,24.701,34.529,29.614975118029708,-2.615
Bonanza,2,7B+,4.7515,2.3572,4.1724,0.9063,28.593,25.573,31.613,8C+,-7.593
Dantris,5,7B+,1.4746,1.1473,0.8193,0.9856,22.893,19.609,26.177,7C+,-1.893
Inu Yasha,3,7B,1.3161,1.0125,3.8735,0.5800,28.085,26.153,30.018,8C,-8.085
La Pinzaría / Enterprise sit,1,7C+,0.8312,1.2543,3.9953,0.8076,28.292,25.601,30.983,8C,-5.292
Sonnentanz,4,7B,0.2506,0.8912,2.6186,0.7724,25.952,23.378,28.525,8B,-5.952
Sonnenbank Flavour ,2,7B,0.1449,2.1811,5.0788,1.1702,30.134,26.235,34.033,30.134032334768477,-10.134
Bluff Catcher,4,8B,5.2647,1.8480,5.4422,0.5851,30.752,28.802,32.701,30.751709324322405,-4.752
Bierkönig,31,8A,6.7419,1.4499,2.9120,0.3191,26.450,25.387,27.514,8B,-2.450
Medizinmann,2,7C,1.7831,1.3912,0.3559,1.3207,22.105,17.705,26.506,7C,-0.105
