name,ascents,grade,popularity,elo,elo_std,pop_std,inferred_grade,inferred_grade_lower,inferred_grade_upper,inferred_grade_str,delta
Jenny,655,6B,6.3543,-5.6165,0.0000,0.0000,16.017,16.017,16.017,6C,-2.017
Bright side of life,4,7A,-1.3778,-0.3122,0.0000,0.0000,17.244,17.244,17.244,6C+,+0.756
Lückenbüßer,9,6C,-1.4024,-1.1843,0.0000,0.0000,16.655,16.655,16.655,6C+,-0.655
Geschenk (113b),3,6C+,-1.8979,-4.6585,0.0000,0.0000,14.188,14.188,14.188,6B,+2.812
Crossover,46,7C,3.3310,0.2464,0.0000,0.0000,19.025,19.025,19.025,7A+,+2.975
Captain Jack,9,8A+,7.3607,3.5008,0.0000,0.0000,22.402,22.402,22.402,7C,+2.598
Enter Jurassic Park,50,6A+,1.0815,-5.2661,0.0000,0.0000,14.674,14.674,14.674,6B+,-1.674
Zivali,3,6C,-1.7575,-6.0387,0.0000,0.0000,13.309,13.309,13.309,6A+,+2.691
Mobi Dick,12,6B,-0.5581,-4.6984,0.0000,0.0000,14.562,14.562,14.562,6B+,-0.562
Gulliver Kante,939,7A+,8.2243,-3.1687,0.0000,0.0000,18.210,18.210,18.210,7A,+0.790
Modern Times,1,6C+,-7.0999,1.3071,0.0000,0.0000,16.613,16.613,16.613,6C+,+0.387
Zivali Extension,15,6C+,0.1487,-4.8341,0.0000,0.0000,14.683,14.683,14.683,6B+,+2.317
Eye of the Tiger,9,8A,3.9039,3.3547,0.0000,0.0000,21.270,21.270,21.270,7B+,+2.730
The eye,5,7B+,-2.1487,2.0508,0.0000,0.0000,18.590,18.590,18.590,7A+,+2.410
Jacks Broken Heart,379,8A,17.5635,1.4609,0.0000,0.0000,24.092,24.092,24.092,8A,-0.092
Binarius furbus,8,7C+,3.8996,4.1149,0.0000,0.0000,21.776,21.776,21.776,7C,+1.224
Tintenfisch Alarm,9,8A+,5.9410,4.0331,0.0000,0.0000,22.332,22.332,22.332,7C,+2.668
Squeezy,7,7A,-1.9737,-2.6935,0.0000,0.0000,15.477,15.477,15.477,6B+,+2.523
Jack Daniels,11,7C+,3.5942,3.3927,0.0000,0.0000,21.203,21.203,21.203,7B+,+1.797
Karawane des Glücks,1,6C,-2.2539,-7.0295,0.0000,0.0000,12.500,12.500,12.500,6A,+3.500
Green Team,1,6C+,-4.2570,-0.6041,0.0000,0.0000,16.188,16.188,16.188,6C,+0.812
Knallpot,68,7B+,3.0459,0.0537,0.0000,0.0000,18.811,18.811,18.811,7A+,+2.189
Name of games,2,6C,-3.9798,1.9029,0.0000,0.0000,17.944,17.944,17.944,7A,-1.944
BodyBlade,10,7A+,-0.7254,-1.1276,0.0000,0.0000,16.895,16.895,16.895,6C+,+2.105
Timberman,14,7B+,0.6142,1.4559,0.0000,0.0000,19.019,19.019,19.019,7A+,+1.981
Placebo,5,7B,-0.2300,1.8690,0.0000,0.0000,19.043,19.043,19.043,7A+,+0.957
Space Cowboy,151,7B,6.2619,0.0648,0.0000,0.0000,19.780,19.780,19.780,7B,+0.220
Foo Fighter,286,7C,7.9249,-0.4572,0.0000,0.0000,19.930,19.930,19.930,7B,+2.070
Free for all,111,7C+,11.9051,1.7322,0.0000,0.0000,22.581,22.581,22.581,7C+,+0.419
4 smiling fingers,2,7B+,-0.5827,3.7066,0.0000,0.0000,20.163,20.163,20.163,7B,+0.837
King of the Kongo,8,7B,-1.4959,-2.2775,0.0000,0.0000,15.897,15.897,15.897,6C,+4.103
Enterprise in Space,310,7C,11.3278,-0.5028,0.0000,0.0000,20.917,20.917,20.917,7B+,+1.083
Mudslide,4,6A,-2.2927,-3.5678,0.0000,0.0000,14.798,14.798,14.798,6B+,-2.798
Green Läntern,2,6C+,-4.6715,0.2688,0.0000,0.0000,16.646,16.646,16.646,6C+,+0.354
Schrotti,1158,7B,10.9710,-1.4195,0.0000,0.0000,20.199,20.199,20.199,7B,-0.199
Sofasurfer direct,29,8B,7.8029,3.3216,0.0000,0.0000,22.414,22.414,22.414,7C,+3.586
Moos Kante,19,5A,0.3146,-7.2719,0.0000,0.0000,13.106,13.106,13.106,6A+,-4.106
Pac-Man,2,6A,-2.4554,-12.3352,0.0000,0.0000,8.899,8.899,8.899,5A,+3.101
Babynahrung,27,7B+,1.5385,0.6733,0.0000,0.0000,18.774,18.774,18.774,7A+,+2.226
Heb da Arsch,486,7A,6.1653,-2.2728,0.0000,0.0000,18.192,18.192,18.192,7A,-0.192
The Globe,33,7B,2.9038,1.4925,0.0000,0.0000,19.729,19.729,19.729,7B,+0.271
Soul Mover,1,8A,-6.5704,1.3569,0.0000,0.0000,16.804,16.804,16.804,6C+,+7.196
Down under,171,7C+,10.4094,1.2245,0.0000,0.0000,21.795,21.795,21.795,7C,+1.205
Moos Dyno,55,7A,3.0488,-0.7890,0.0000,0.0000,18.250,18.250,18.250,7A,-0.250
Sofasurfer,6,8A,4.4323,3.4445,0.0000,0.0000,21.488,21.488,21.488,7B+,+2.512
Small Jack,92,7C,5.7220,1.0073,0.0000,0.0000,20.248,20.248,20.248,7B,+1.752
La Marinella,2,7B,-0.7020,-0.3067,0.0000,0.0000,17.450,17.450,17.450,6C+,+2.550
Der Weg,3,7B+,-3.5507,0.8105,0.0000,0.0000,17.343,17.343,17.343,6C+,+3.657
Transformer,6,7C+,1.4670,3.7125,0.0000,0.0000,20.780,20.780,20.780,7B+,+2.220
Moos Gully,72,5A,1.6465,-7.3290,0.0000,0.0000,13.467,13.467,13.467,6A+,-4.467
Hageltrauma,584,7B,7.7636,-1.6651,0.0000,0.0000,19.075,19.075,19.075,7A+,+0.925
Kuchenmonster,134,7A,3.5489,-1.6156,0.0000,0.0000,17.848,17.848,17.848,7A,+0.152
Kante,13,6B+,-0.9629,-5.6200,0.0000,0.0000,13.826,13.826,13.826,6B,+1.174
Lollipop,49,6B+,1.0023,-3.2211,0.0000,0.0000,16.015,16.015,16.015,6C,-1.015
Shantaram,26,7B+,1.0593,-1.7867,0.0000,0.0000,16.989,16.989,16.989,6C+,+4.011
Fast Joe,33,7B,3.3661,1.4627,0.0000,0.0000,19.847,19.847,19.847,7B,+0.153
French Bleau,44,7B,1.9036,0.2870,0.0000,0.0000,18.625,18.625,18.625,7A+,+1.375
Andrea Bocelli,57,6C+,1.0790,-2.9438,0.0000,0.0000,16.223,16.223,16.223,6C,+0.777
Mind Arete,2,6A+,-5.5919,-2.6491,0.0000,0.0000,14.424,14.424,14.424,6B,-1.424
Fetter Fisch,80,7B,3.7405,0.4210,0.0000,0.0000,19.264,19.264,19.264,7A+,+0.736
Octopussy,652,8A,21.5658,1.4608,0.0000,0.0000,25.289,25.289,25.289,8A+,-1.289
Golden Ei,56,7B,3.8137,-0.8049,0.0000,0.0000,18.468,18.468,18.468,7A,+1.532
Superfuck,58,7C,3.0597,-0.0496,0.0000,0.0000,18.746,18.746,18.746,7A+,+3.254
Teabag,1,6B+,-8.8989,-2.1699,0.0000,0.0000,13.755,13.755,13.755,6B,+1.245
tea time,6,6A+,-3.2668,-4.7001,0.0000,0.0000,13.751,13.751,13.751,6B,-0.751
Basler Leckerli,24,6A,0.0821,-3.5803,0.0000,0.0000,15.500,15.500,15.500,6B+,-3.500
Stressman,598,7A+,7.8814,-1.3322,0.0000,0.0000,19.333,19.333,19.333,7A+,-0.333
Mann oder Maus,3,6C,-4.7409,-0.7956,0.0000,0.0000,15.915,15.915,15.915,6C,+0.085
Liebling,84,6C+,2.2093,-3.1508,0.0000,0.0000,16.423,16.423,16.423,6C,+0.577
Flu,1,7A+,0.5403,4.9953,0.0000,0.0000,21.359,21.359,21.359,7B+,-2.359
Flirscher Baum,7,6C+,-1.3479,-1.7806,0.0000,0.0000,16.273,16.273,16.273,6C,+0.727
Not for Charlie,14,6A+,-1.3758,-5.0642,0.0000,0.0000,14.074,14.074,14.074,6B,-1.074
Tobizontral,2,6A,-2.1165,0.5886,0.0000,0.0000,17.624,17.624,17.624,7A,-5.624
Grüetzi Perkele,6,7A,-1.1798,-1.1582,0.0000,0.0000,16.739,16.739,16.739,6C+,+1.261
Fingerlicker,9,7C+,1.1749,0.4228,0.0000,0.0000,18.498,18.498,18.498,7A,+4.502
Günstige Gelegenheit,22,6A,-0.7648,-5.8395,0.0000,0.0000,13.739,13.739,13.739,6B,-1.739
Mickey Mouse,3,6B,-4.5569,-2.6773,0.0000,0.0000,14.715,14.715,14.715,6B+,-0.715
Gorilla,257,6C,4.6041,-3.0805,0.0000,0.0000,17.186,17.186,17.186,6C+,-1.186
Ill Thrill,27,8B+,9.0152,3.8641,0.0000,0.0000,23.139,23.139,23.139,7C+,+3.861
Master of cow,53,7C+,5.3047,1.5202,0.0000,0.0000,20.465,20.465,20.465,7B,+2.535
Big Jack,21,8A,8.0923,3.1528,0.0000,0.0000,22.388,22.388,22.388,7C,+1.612
Lolo Ferrari,101,7B,5.3068,0.4374,0.0000,0.0000,19.743,19.743,19.743,7B,+0.257
Suomi Finland Perkele,4,6C+,-1.7691,0.3472,0.0000,0.0000,17.567,17.567,17.567,7A,-0.567
Enterprise,1612,7A,12.3471,-2.9521,0.0000,0.0000,19.587,19.587,19.587,7B,-1.587
Supercrack,342,6C,5.0596,-4.2477,0.0000,0.0000,16.543,16.543,16.543,6C+,-0.543
Sick Suck,4,7C+,0.6073,3.5044,0.0000,0.0000,20.384,20.384,20.384,7B,+2.616
Game of names,3,6C,-2.5982,2.2277,0.0000,0.0000,18.574,18.574,18.574,7A+,-2.574
Slopie Joe,244,7A+,6.0707,-0.6939,0.0000,0.0000,19.217,19.217,19.217,7A+,-0.217
Chan Chan,7,6A+,-1.0367,-6.5485,0.0000,0.0000,13.185,13.185,13.185,6A+,-0.185
Old school dirtbag,1,6A,-6.5143,-5.4220,0.0000,0.0000,12.298,12.298,12.298,6A,-0.298
Kalorienmonster,317,7C,10.4895,-0.0978,0.0000,0.0000,20.936,20.936,20.936,7B+,+1.064
James Bong,746,7A+,8.9814,-1.7047,0.0000,0.0000,19.413,19.413,19.413,7A+,-0.413
Rebirth,3,7C+,1.2991,3.3000,0.0000,0.0000,20.455,20.455,20.455,7B,+2.545
Maikäferchen,46,5A,1.3482,-9.2693,0.0000,0.0000,12.083,12.083,12.083,6A,-3.083
Chiquita,676,7A,7.7310,-2.4604,0.0000,0.0000,18.535,18.535,18.535,7A+,-0.535
Sabi Angoise,4,6C,-0.8115,-2.2140,0.0000,0.0000,16.144,16.144,16.144,6C,-0.144
Bingo Bongo,79,7B,2.3532,-1.0677,0.0000,0.0000,17.856,17.856,17.856,7A,+2.144
Traumfänger,249,6C,3.4012,-3.6827,0.0000,0.0000,16.424,16.424,16.424,6C,-0.424
Bananas Fritas,3,6B,-1.2851,-1.5315,0.0000,0.0000,16.458,16.458,16.458,6C,-2.458
King Kong,756,7A+,8.7429,-1.6718,0.0000,0.0000,19.364,19.364,19.364,7A+,-0.364
Spike César,1,6C,0.0629,4.6541,0.0000,0.0000,20.989,20.989,20.989,7B+,-4.989
Groove Attack,2,7A,-1.9835,0.0173,0.0000,0.0000,17.283,17.283,17.283,6C+,+0.717
The arete,8,8A+,8.4200,4.9445,0.0000,0.0000,23.682,23.682,23.682,8A,+1.318
Ade Bus,63,7B,2.3642,-3.5976,0.0000,0.0000,16.171,16.171,16.171,6C,+3.829
Maröschen,30,6C+,0.1927,-2.6567,0.0000,0.0000,16.149,16.149,16.149,6C,+0.851
Crimp-o-phobia,3,7A,-4.0656,-4.2052,0.0000,0.0000,13.842,13.842,13.842,6B,+4.158
Waldbrand,106,7C,5.7688,0.3971,0.0000,0.0000,19.855,19.855,19.855,7B,+2.145
A Rose is a Rose...,10,7C+,1.4868,2.4724,0.0000,0.0000,19.959,19.959,19.959,7B,+3.041
Spaceball,11,7A+,1.0916,0.4957,0.0000,0.0000,18.522,18.522,18.522,7A+,+0.478
Punching tree,116,7A,3.2289,-3.9752,0.0000,0.0000,16.178,16.178,16.178,6C,+1.822
Big Dick,17,7A,1.5333,1.8995,0.0000,0.0000,19.590,19.590,19.590,7B,-1.590
Waldhero,12,6A,0.1248,-5.9974,0.0000,0.0000,13.900,13.900,13.900,6B,-1.900
New Base Line,71,8B+,13.8150,3.2369,0.0000,0.0000,24.156,24.156,24.156,8A,+2.844
Zyklop,5,6C+,-2.1110,-3.9545,0.0000,0.0000,14.594,14.594,14.594,6B+,+2.406
Man of a cow,396,7C,9.9911,-0.7063,0.0000,0.0000,20.381,20.381,20.381,7B,+1.619
Fauna Flash,3,6B+,-4.6540,-1.5498,0.0000,0.0000,15.438,15.438,15.438,6B+,-0.438
Grüetzi Bus,21,6C,0.1218,-3.2015,0.0000,0.0000,15.765,15.765,15.765,6C,+0.235
Stirb langsam to the left,2,7A+,-3.4357,1.1061,0.0000,0.0000,17.575,17.575,17.575,7A,+1.425
Last porro for grandpa,2,7A+,-3.3470,2.3729,0.0000,0.0000,18.447,18.447,18.447,7A,+0.553
Valentins Day,624,7A+,8.5601,-1.0573,0.0000,0.0000,19.719,19.719,19.719,7B,-0.719
Chicken in the kitchen,18,7B+,0.6947,0.4532,0.0000,0.0000,18.374,18.374,18.374,7A,+2.626
Dopeshow,95,7B+,3.8059,-1.3940,0.0000,0.0000,18.072,18.072,18.072,7A,+2.928
Dopeshow light,22,7A+,0.6442,-2.4413,0.0000,0.0000,16.428,16.428,16.428,6C,+2.572
Vorspeise,6,6C,-1.6812,-2.8324,0.0000,0.0000,15.472,15.472,15.472,6B+,+0.528
Fightclub,392,7C,10.5493,0.8705,0.0000,0.0000,21.600,21.600,21.600,7C,+0.400
Smells like sea,11,7A,-0.2609,-2.6777,0.0000,0.0000,16.000,16.000,16.000,6C,+2.000
Hexenschuss,7,6C,-3.4083,-5.4988,0.0000,0.0000,13.176,13.176,13.176,6A+,+2.824
No Liberty,98,8A,7.3725,0.8070,0.0000,0.0000,20.608,20.608,20.608,7B+,+3.392
High Spirit,49,8A,12.2987,3.1517,0.0000,0.0000,23.646,23.646,23.646,8A,+0.354
Voigas,181,8A+,13.2891,2.3309,0.0000,0.0000,23.394,23.394,23.394,7C+,+1.606
Zambano,8,6A+,-3.0762,-4.0463,0.0000,0.0000,14.244,14.244,14.244,6B,-1.244
Zilliman,701,7A,7.2792,-2.8324,0.0000,0.0000,18.152,18.152,18.152,7A,-0.152
Querschläger,8,6C,-2.0569,-3.6199,0.0000,0.0000,14.834,14.834,14.834,6B+,+1.166
Höhenangst,7,7C,-1.2166,2.3345,0.0000,0.0000,19.058,19.058,19.058,7A+,+2.942
Your picture is still on my wall,9,7B,-1.3706,-2.1079,0.0000,0.0000,16.048,16.048,16.048,6C,+3.952
Gotcha,21,6C,0.3542,-4.1230,0.0000,0.0000,15.219,15.219,15.219,6B+,+0.781
Elevator to heaven,2,6B,-4.1609,-4.8617,0.0000,0.0000,13.376,13.376,13.376,6A+,+0.624
Stirb Langsam,143,7B,4.2367,-2.7111,0.0000,0.0000,17.323,17.323,17.323,6C+,+2.677
Freiflug,73,7A+,3.5991,-3.5635,0.0000,0.0000,16.563,16.563,16.563,6C+,+2.437
Nixschön,4,7A+,-3.0817,-1.8639,0.0000,0.0000,15.699,15.699,15.699,6C,+3.301
Firestarter,1,7A,-7.0968,1.3083,0.0000,0.0000,16.615,16.615,16.615,6C+,+1.385
Somewhere in between,5,8B,7.8538,4.9343,0.0000,0.0000,23.506,23.506,23.506,8A,+2.494
Gina Mild,2,6A,-1.0732,-6.1660,0.0000,0.0000,13.429,13.429,13.429,6A+,-1.429
Boring,5,6B,-2.8146,-6.1328,0.0000,0.0000,12.930,12.930,12.930,6A+,+1.070
Talon Tradition,5,6A,-3.4377,-6.4217,0.0000,0.0000,12.551,12.551,12.551,6A+,-0.551
Gina Wild,53,6C,1.4178,-3.6784,0.0000,0.0000,15.834,15.834,15.834,6C,+0.166
Block Buster,13,6C,-0.2635,-3.0186,0.0000,0.0000,15.771,15.771,15.771,6C,+0.229
The Network,3,7A,-0.3301,3.0808,0.0000,0.0000,19.821,19.821,19.821,7B,-1.821
Fast Heat,3,7B+,-0.3460,0.3527,0.0000,0.0000,17.996,17.996,17.996,7A,+3.004
Stirb Lansam,2,7A,-5.5539,-2.9137,0.0000,0.0000,14.259,14.259,14.259,6B,+3.741
Fliegen erlaubt,168,7A+,4.4908,-2.5428,0.0000,0.0000,17.511,17.511,17.511,7A,+1.489
Son of a gun,167,7C,7.4271,0.7315,0.0000,0.0000,20.574,20.574,20.574,7B+,+1.426
Burn out,5,7B+,0.5619,1.0057,0.0000,0.0000,18.703,18.703,18.703,7A+,+2.297
Lucky Punch,6,6B,-1.3851,-6.2762,0.0000,0.0000,13.262,13.262,13.262,6A+,+0.738
Devils and Dust,2,7C,2.8906,5.1444,0.0000,0.0000,22.161,22.161,22.161,7C,-0.161
Guardian of the forest,5,8A,3.8521,4.2612,0.0000,0.0000,21.860,21.860,21.860,7C,+2.140
Dungeons and Dragons,21,7B+,1.4967,-0.9057,0.0000,0.0000,17.708,17.708,17.708,7A,+3.292
Stairway to heaven,34,8A,7.4085,2.9408,0.0000,0.0000,22.042,22.042,22.042,7C,+1.958
Swiss Beats,24,7C+,6.5813,3.1278,0.0000,0.0000,21.920,21.920,21.920,7C,+1.080
Mörderballett light,134,7A,4.0377,-3.9138,0.0000,0.0000,16.460,16.460,16.460,6C,+1.540
Boxenluder,24,7C+,4.7386,2.9135,0.0000,0.0000,21.226,21.226,21.226,7B+,+1.774
Blue Valley,3,6C,-1.4443,0.6613,0.0000,0.0000,17.874,17.874,17.874,7A,-1.874
Mördersprung,203,7A+,5.0806,-3.0277,0.0000,0.0000,17.364,17.364,17.364,6C+,+1.636
Nana Bianca,45,8A+,10.6202,3.2242,0.0000,0.0000,23.192,23.192,23.192,7C+,+1.808
Jackass,39,7A+,1.9610,-0.8189,0.0000,0.0000,17.904,17.904,17.904,7A,+1.096
Hydromancer,56,8A,6.4478,1.9671,0.0000,0.0000,21.105,21.105,21.105,7B+,+2.895
Mörderballett,195,7B,5.3152,-2.5122,0.0000,0.0000,17.778,17.778,17.778,7A,+2.222
Mininova,1,6B+,-2.4480,1.7536,0.0000,0.0000,18.302,18.302,18.302,7A,-3.302
Du cote de Seshuan,515,7C+,21.1749,0.7366,0.0000,0.0000,24.689,24.689,24.689,8A+,-1.689
Leatherback,1,6C,-2.4548,1.7497,0.0000,0.0000,18.298,18.298,18.298,7A,-2.298
Supernova,1111,7C,24.2209,0.4745,0.0000,0.0000,25.425,25.425,25.425,8A+,-3.425
Bamboo,37,7A,1.9861,-0.8772,0.0000,0.0000,17.873,17.873,17.873,7A,+0.127
Natural Ites,104,7C+,9.6154,1.4183,0.0000,0.0000,21.687,21.687,21.687,7C,+1.313
Nothing changes,268,8A,15.0831,1.5750,0.0000,0.0000,23.427,23.427,23.427,7C+,+0.573
Supositorium,25,6B,-0.6220,-5.8464,0.0000,0.0000,13.777,13.777,13.777,6B,+0.223
Unendliche Geschichte 1,275,8A+,14.4684,2.0818,0.0000,0.0000,23.581,23.581,23.581,8A,+1.419
Summer never ends,9,6C+,-1.1141,-0.8054,0.0000,0.0000,16.994,16.994,16.994,6C+,+0.006
Hobbit Basque,19,7A,-0.1278,-2.2022,0.0000,0.0000,16.357,16.357,16.357,6C,+1.643
La dance,186,7C,9.1701,0.0039,0.0000,0.0000,20.610,20.610,20.610,7B+,+1.390
La Grosse Tarlouze,4,8C,3.8321,4.7579,0.0000,0.0000,22.185,22.185,22.185,7C,+5.815
Mr. Elegant,14,8A+,5.8855,3.7669,0.0000,0.0000,22.138,22.138,22.138,7C,+2.862
Massive Attack,227,8A+,16.6790,2.1615,0.0000,0.0000,24.295,24.295,24.295,8A,+0.705
Midget,47,7A,1.6563,-0.8453,0.0000,0.0000,17.796,17.796,17.796,7A,+0.204
Unendliche Geschichte 2,560,8A,22.0598,1.5142,0.0000,0.0000,25.473,25.473,25.473,8A+,-1.473
Apple Crumble,135,7A+,4.4959,-3.0871,0.0000,0.0000,17.149,17.149,17.149,6C+,+1.851
Little Schmetterling,3,7C+,2.3313,3.8631,0.0000,0.0000,21.139,21.139,21.139,7B+,+1.861
Bandolino,15,6B,-1.0590,-5.3309,0.0000,0.0000,13.991,13.991,13.991,6B,+0.009
Burning Babylon,45,7A,1.9027,-1.7271,0.0000,0.0000,17.281,17.281,17.281,6C+,+0.719
Supositorium direkt,59,6C+,1.4423,-6.3241,0.0000,0.0000,14.076,14.076,14.076,6B,+2.924
Madame Etoile,231,6B+,4.1344,-5.1114,0.0000,0.0000,15.690,15.690,15.690,6C,-0.690
Flash,1,6B,-2.5715,1.1628,0.0000,0.0000,17.871,17.871,17.871,7A,-3.871
Glühstrumpf,14,6A+,-0.7803,-3.5937,0.0000,0.0000,15.233,15.233,15.233,6B+,-2.233
209b,27,5A,1.6100,-6.7032,0.0000,0.0000,13.873,13.873,13.873,6B,-4.873
First Microcosmos,3,7C,-1.9282,2.2083,0.0000,0.0000,18.761,18.761,18.761,7A+,+3.239
The Mummy,52,7B,2.5209,-1.9741,0.0000,0.0000,17.301,17.301,17.301,6C+,+2.699
Gu Shampoo,6,7C,0.2028,2.8412,0.0000,0.0000,19.821,19.821,19.821,7B,+2.179
Zombielight,91,6A+,2.2087,-6.0085,0.0000,0.0000,14.516,14.516,14.516,6B+,-1.516
Boom,9,6B,-1.3247,-3.5666,0.0000,0.0000,15.088,15.088,15.088,6B+,-1.088
Perdita Durango,2,7A,-0.9908,-0.1848,0.0000,0.0000,17.445,17.445,17.445,6C+,+0.555
Klein aber fein,21,5A,-0.2295,-7.6853,0.0000,0.0000,12.668,12.668,12.668,6A+,-3.668
Supersupernova,293,8A,17.2197,1.1470,0.0000,0.0000,23.780,23.780,23.780,8A,+0.220
Rotzkiebel,135,6C,3.9920,-2.5191,0.0000,0.0000,17.377,17.377,17.377,6C+,-1.377
Propaganda,32,7A,1.7897,-1.1760,0.0000,0.0000,17.615,17.615,17.615,7A,+0.385
Bam,23,6A,0.0345,-5.8347,0.0000,0.0000,13.981,13.981,13.981,6B,-1.981
Conan,268,7C,12.8667,0.4681,0.0000,0.0000,22.025,22.025,22.025,7C,-0.025
Bosna Genial,1427,7A,10.6264,-3.2930,0.0000,0.0000,18.845,18.845,18.845,7A+,-0.845
Thor,4,7C,-0.6221,-2.5332,0.0000,0.0000,15.988,15.988,15.988,6C,+6.012
Bosna Brutal,93,7A+,4.4757,-1.3067,0.0000,0.0000,18.331,18.331,18.331,7A,+0.669
Super Bosna,962,6B,7.4151,-3.5805,0.0000,0.0000,17.693,17.693,17.693,7A,-3.693
Joke,49,7A,2.3093,-0.6626,0.0000,0.0000,18.113,18.113,18.113,7A,-0.113
Traversatta,527,7A+,7.9264,-2.0108,0.0000,0.0000,18.893,18.893,18.893,7A+,+0.107
Bosna Royal,243,7A,5.9385,-2.1287,0.0000,0.0000,18.220,18.220,18.220,7A,-0.220
Boulderbitch,2,6B,-1.0147,-4.1578,0.0000,0.0000,14.787,14.787,14.787,6B+,-0.787
Rumpelstilzchen,17,7B,0.9580,0.0518,0.0000,0.0000,18.185,18.185,18.185,7A,+1.815
Mantle Magic,59,5A,1.1338,-6.0951,0.0000,0.0000,14.136,14.136,14.136,6B,-5.136
Minicompressor,1,7B+,-3.2324,2.3139,0.0000,0.0000,18.441,18.441,18.441,7A,+2.559
Morgenlatte,944,7B,15.3978,-0.7861,0.0000,0.0000,21.945,21.945,21.945,7C,-1.945
Soulchecker,2,6A,-3.1380,-5.5293,0.0000,0.0000,13.236,13.236,13.236,6A+,-1.236
Traversenmuffel,24,6B,0.1435,-6.0226,0.0000,0.0000,13.889,13.889,13.889,6B,+0.111
Tricky,330,7B,8.9310,0.5080,0.0000,0.0000,20.874,20.874,20.874,7B+,-0.874
Kante,25,6A,0.0392,-3.4872,0.0000,0.0000,15.549,15.549,15.549,6C,-3.549
Haze,52,7B,3.6111,-1.2820,0.0000,0.0000,18.089,18.089,18.089,7A,+1.911
Technoschreck,12,7B,1.9545,1.6264,0.0000,0.0000,19.534,19.534,19.534,7B,+0.466
Eldorado,15,7A+,-0.0694,-1.5469,0.0000,0.0000,16.811,16.811,16.811,6C+,+2.189
Astronautenfieber,116,8A,11.4998,1.8293,0.0000,0.0000,22.524,22.524,22.524,7C+,+1.476
Mushroom Wizard,45,6C+,1.9631,-2.0149,0.0000,0.0000,17.107,17.107,17.107,6C+,-0.107
Marathonman,32,7B,3.9916,0.9627,0.0000,0.0000,19.701,19.701,19.701,7B,+0.299
203a,24,6A,-0.5216,-6.1446,0.0000,0.0000,13.608,13.608,13.608,6B,-1.608
Burning Mummy,2,7A+,2.4979,5.6994,0.0000,0.0000,22.414,22.414,22.414,7C,-3.414
A bag of roosters,7,6A,-1.9243,-4.7749,0.0000,0.0000,14.103,14.103,14.103,6B,-2.103
Aces and Eights,82,7A,2.2455,-1.8119,0.0000,0.0000,17.327,17.327,17.327,6C+,+0.673
204b,3,6A,-1.4700,-5.9555,0.0000,0.0000,13.451,13.451,13.451,6A+,-1.451
Friend of Jesus,12,7C,-0.2222,-1.7166,0.0000,0.0000,16.652,16.652,16.652,6C+,+5.348
Protektor,314,7A+,5.9255,-1.6120,0.0000,0.0000,18.561,18.561,18.561,7A+,+0.439
Madman,1,6B+,-8.8960,-2.1779,0.0000,0.0000,13.750,13.750,13.750,6B,+1.250
Body Count,232,8A,12.5225,1.8928,0.0000,0.0000,22.873,22.873,22.873,7C+,+1.127
Jim Knopf,18,6B+,-0.5700,-4.2180,0.0000,0.0000,14.879,14.879,14.879,6B+,+0.121
Angelina Jolie,355,6C,4.8654,-3.1564,0.0000,0.0000,17.213,17.213,17.213,6C+,-1.213
Flash or splash,16,6A,0.7756,-6.9880,0.0000,0.0000,13.434,13.434,13.434,6A+,-1.434
Exclusive,522,7B,7.4034,-2.0604,0.0000,0.0000,18.704,18.704,18.704,7A+,+1.296
smoking squirrel,279,6A+,4.4246,-6.0385,0.0000,0.0000,15.159,15.159,15.159,6B+,-2.159
Okkultisch,9,6A,-1.5524,-5.2102,0.0000,0.0000,13.924,13.924,13.924,6B,-1.924
Horrible,30,7A,0.5698,-1.7950,0.0000,0.0000,16.837,16.837,16.837,6C+,+1.163
Panzerknacker,367,7A,5.5617,-3.8991,0.0000,0.0000,16.926,16.926,16.926,6C+,+1.074
Frankys wild Traverse,25,6A,-0.2628,-6.1964,0.0000,0.0000,13.651,13.651,13.651,6B,-1.651
Hoihoi,6,5A,0.2226,-13.2531,0.0000,0.0000,9.088,9.088,9.088,5A,-0.088
Heieiei,35,6A+,-0.2426,-4.9250,0.0000,0.0000,14.506,14.506,14.506,6B+,-1.506
Coccyx,10,6A,-1.2166,-6.1427,0.0000,0.0000,13.402,13.402,13.402,6A+,-1.402
Jurassic Parc,53,6B,0.8450,-3.6965,0.0000,0.0000,15.651,15.651,15.651,6C,-1.651
Alter Schwede,31,6C,0.3761,-1.5855,0.0000,0.0000,16.919,16.919,16.919,6C+,-0.919
Torpedo,20,6C,-0.3470,-4.4933,0.0000,0.0000,14.762,14.762,14.762,6B+,+1.238
Pocahontas,16,4A,1.1298,-9.9597,0.0000,0.0000,11.557,11.557,11.557,6A,-5.557
The Corner,146,6A+,2.5506,-6.1942,0.0000,0.0000,14.494,14.494,14.494,6B,-1.494
Blue Sky of mine,765,6A+,7.9603,-6.1120,0.0000,0.0000,16.167,16.167,16.167,6C,-3.167
Groovin slowly,2,7A,-4.5474,-5.3211,0.0000,0.0000,12.954,12.954,12.954,6A+,+5.046
Brad Pitt,18,6B,-0.3031,-4.1225,0.0000,0.0000,15.023,15.023,15.023,6B+,-1.023
Sexy as hell,6,6C,-1.6717,0.3176,0.0000,0.0000,17.576,17.576,17.576,7A,-1.576
